group,text,label,position,left_context,term,right_context,query_term
Tionghoa,"*MEMILIH PEMIMPIN DENGAN PENUH JIWA BESAR BUKAN ATAS KEPENTINGAN PRIBADI ATAUPUN GOLONGAN* Sebagai anak bangsa Indonesia yang sadar betul punya tanggung jawab terhadap nasib bangsa dan negara Indonesia yang tercinta ini, dari nurani lubuk hati yang paling dalam tidak pernah rela seluruh anak cucu rakyat bangsa dan negara Indonesia dijajah dikuasai oleh Asing Aseng terkhusus seperti saat ini kita tengah dikuasai secara masif oleh Oligarki Pengusaha-pengusaha Cina dalam berbagai bidang yang disebut penjajahan gaya baru. Olehnya itu bangsa kita sangat membutuhkan seorang pemimpin yang bisa mencegah anak cucu kita semakin masif lagi dijajah oleh siapapun terutama Cina yang tengah kita rasakan saat sekarang ini, mari kita bersama-sama menyatukan langkah hati kita mencari jalan keluaarnya untuk mencegah anak cucu kita semakin dikuasai oleh Asing Aseng Cina kedepan. Menghadapi pemilihan Presiden 2024 yang tidak lama lagi akan dilaksanakan untuk memilih seorang Presiden pemimpin kita yang akan menggatikan Jokowi dengan harapan dapat membawa perubahan nasib bangsa Indonesia kedepan yang lebih baik lagi, untuk itu kita harus lebih berhati-hati cermat dan cerdas melihat memasang filter menyaring meneliti mencerna lebih kritis lagi untuk mengambil memilih seorang pemimpin. ikuti telusuri dengan hati pikiran yang jernih bukan atas kepentingan pribadi ataupun golongan tetapi secara obyektif dengan penuh rasa tanggung jawab kepada sesama manusia terutama kepada Allah SWT Tuhan pencipta alam semesta ini lihat telusuri semua REKAM JEJAK Anies Baswedan di media cetak dan media elektronik disitulah  Salam Perubahan untuk Indonesia lebih baik lagi. *Hasan Tuankotta ,H,U* Ketua Umum: Himpunan Semangat Usaha Masyarakat Maluku (HISUMMA)",1,162,lebih baik lagi untuk,itu,kita harus lebih berhati,itu
Tionghoa,Kata hadis juga Carilah ilmu sampai ke  kalo belajar ilmu itu sama orang cina bukan orang Y oyang Yaman cuma punya satu keahlian yaitu ngibul,1,10,ke kalo belajar ilmu,itu,sama orang cina bukan,itu
Tionghoa,"Prabowo: Kemitraan dengan China Berjalan dengan Prinsip Saling Menghormati Menteri Pertahanan Prabowo Subianto mengapresiasi kemitraan strategis komprehensif yang telah berjalan selama 10 tahun serta terjalin dengan sangat baik di antara Indonesia dan China. Hal itu, menurut Prabowo, terjadi lantaran kemitraan strategis komprehensif kedua negara dilandasi dengan prinsip saling percaya, menguntungkan, serta menghormati. @ Yuk join grup whatsapp untuk mendapat berita viral terbaru👌",0,34,indonesia dan china hal,itu,menurut prabowo terjadi lantaran,itu
Tionghoa,"Setinggi apapun jokowi kalian puji. Kalian sanjungan, namun faktanya, hutang luar negri meroket, harga Bbm naik. Tarif listrik naik, harga elpiji naik, harga sembako naik. Harga minyak goreng naik, pendidikan anjlok, impor pangan tak terbendung, hukum carut marut, agama di intervensi, demokrasi dikerdilkan, oligarki diktator merajalela, komunis tumbuh subur TKA cina komunis banjiri Indonesia, dgn fakta itu apa yg anda banggakan? Hampir selama 10 thn memimpin negara ini!? Tidak punya gagasan untuk menjadi negara mandiri, membangun negara dr hutang, sama dengan mewariskan hutang kpd anak cucu bangsa, mengendos capres tertentu sama arti nya melanjutkan kegagalannya, menjerumuskan bangsa ini kejurang kehancuran, kita warga indonesia yg masih punya akal sehat, mulai lah berfikir, rapatkan barisan, untuk mendukung capres yg berkomitmen untuk perubahan, agar Indonesia akan lebih baik.",1,56,banjiri indonesia dgn fakta,itu,apa yg anda banggakan,itu
Disabilitas,"𝐈𝐧𝐢 𝐍𝐞𝐠𝐚𝐫𝐚 𝐃𝐞𝐦𝐨𝐤𝐫𝐚𝐬𝐢, 𝐒𝐮𝐝𝐚𝐡 𝐁𝐮𝐤𝐚𝐧 𝐉𝐚𝐦𝐚𝐧𝐧𝐲𝐚 𝐌𝐞𝐧𝐠𝐢𝐧𝐭𝐢𝐦𝐢𝐝𝐚𝐬𝐢 𝐀𝐬𝐩𝐢𝐫𝐚𝐬𝐢 𝐎𝐥𝐞𝐡 : 𝐏𝐮𝐭𝐫𝐚 𝐒𝐚𝐝𝐞𝐠𝐚 𝐾𝑎𝑢 𝑡𝑎𝑘 𝑠𝑒𝑔𝑎𝑛, 𝑡𝑎𝑘 𝑠𝑒𝑔𝑎𝑛 𝑙𝑎𝑔𝑖… 𝑀𝑒𝑚𝑏𝑒𝑟𝑎𝑛𝑔𝑢𝑠 𝑑𝑖𝑠𝑘𝑢𝑠𝑖… 𝑀𝑒𝑚𝑝𝑒𝑟𝑏𝑎𝑛𝑦𝑎𝑘 𝑝𝑒𝑟𝑠𝑒𝑘𝑢𝑠𝑖… 𝑀𝑒𝑚𝑏𝑒𝑔𝑎𝑙 𝑑𝑒𝑚𝑜𝑘𝑟𝑎𝑠𝑖… 𝐾𝑎𝑢 𝑡𝑎𝑘 𝑠𝑒𝑔𝑎𝑛, 𝑡𝑎𝑘 𝑠𝑒𝑔𝑎𝑛 𝑙𝑎𝑔𝑖… 𝑀𝑒𝑚𝑎𝑘𝑖 𝑠𝑎𝑚𝑏𝑖𝑙 𝑚𝑎𝑖𝑛 ℎ𝑎𝑘𝑖𝑚 𝑠𝑒𝑛𝑑𝑖𝑟𝑖… 𝑀𝑒𝑚𝑝𝑒𝑟𝑎𝑙𝑎𝑡 𝑎𝑝𝑎𝑟𝑎𝑡 𝑘𝑒𝑝𝑎𝑟𝑎𝑡… 𝑀𝑒𝑟𝑢𝑠𝑎𝑘 ℎ𝑎𝑘 𝑏𝑒𝑟𝑝𝑒𝑛𝑑𝑎𝑝𝑎𝑡… 𝑀𝑒𝑛𝑔𝑖𝑛𝑗𝑎𝑘 ℎ𝑢𝑘𝑢𝑚… 𝑀𝑒𝑛𝑔ℎ𝑢𝑗𝑎𝑡 𝑑𝑎𝑢𝑙𝑎𝑡 𝑟𝑎𝑘𝑦𝑎𝑡… Lagu berjudul ""𝑇𝑎𝑛𝑔𝑎𝑛 𝐵𝑒𝑠𝑖"" yang di bawakan Fadli Zon and the gank pada tahun 2018 tersebut membuatku tercekat. Sebab aku sadar jika sejatinya tembang itu sengaja di ciptakan untuk Jokowi. Mengingat di tahun-tahun tersebut Fadli Zon juga massif mengembangkan kemampuan bersyairnya untuk melayangkan hujatan kepada pemerintahan Jokowi. Rupanya koalisi gendut ini baperan juga ya. Padahal di dalamnya sudah ada dukungan dari bapak kepala negara loh, tapi kenapa masih takut (truncated)",1,69,sadar jika sejatinya tembang,itu,sengaja di ciptakan untuk,itu
Tionghoa,KADRUN TIDAK JUALAN PKI ANTEK CINA KAYAK NYA SEPI BANGET KALO KADRUN TIDAK JUALAN GORENGAN PKI SOAL NYA PKI NYA ASLI NYA GROMBOLAN KADRUN ITU SENDIRI PKI NYA BERASAL DARI YAMAN MASI ADA SAMPE SEKARANG,1,24,asli nya grombolan kadrun,itu,sendiri pki nya berasal,itu
"Kristen, Jewish","Seandainya Kristen dan Yahudi di dunia ini tidak ada, lihat apa yang terjadi?pesawat tidak ada ,mobil tidak ada, Televisi tidak ada,Radio tidak ada, Facebook, Instagram, Twitter,AC, YouTube, Handphone tidak ada,dengan demikian saya percaya Tuhan memberkati pikiran orang orang Kristen dan Yahudi, Satu lagi hoax Islam: Lahirnya Para Ilmuwan Persia di Abad Pertengahan adalah berkat jasa Islam Perlu anda ketahui, Ibnu Sina itu bukanlah beragama Islam, dia asalnya bangsa Persia yang beragama Zoroaster dan dia dipaksa masuk Islam agar tidak dibunuh oleh pasukan Islam yang menghancurkan kerajaan Persia yang beragama Zoroaster itu. Ibnu Sina adalah nama yang diberikan oleh penjajah Arab Islam, nama beliau sebenarnya dalah ""Avicenna"" yang berasal dari nama kitab suci Zoroaster ""Aveda"" yang artinya ""Api Suci"". Zoroaster adalah ajaran agama yang mensucikan dan menyembah Tuhan yang Esa dan ""Api"" sebagai simbolnya. Ini juga yang terjadi dengan Abbassid. Apa bakat dan pencapaian dari Rumy, Ibn Arabi, Ibnu Sina dan pemikir2 lain yang terlahir sebagai muslim, yang ada hubungannya dengan Islam? Apa Quran mengajarkan Aljabar, Kimia, Biologi atau Astronomi? (truncated)",1,65,anda ketahui ibnu sina,itu,bukanlah beragama islam dia,itu
"Kristen, Jewish","Seandainya Kristen dan Yahudi di dunia ini tidak ada, lihat apa yang terjadi?pesawat tidak ada ,mobil tidak ada, Televisi tidak ada,Radio tidak ada, Facebook, Instagram, Twitter,AC, YouTube, Handphone tidak ada,dengan demikian saya percaya Tuhan memberkati pikiran orang orang Kristen dan Yahudi, Satu lagi hoax Islam: Lahirnya Para Ilmuwan Persia di Abad Pertengahan adalah berkat jasa Islam Perlu anda ketahui, Ibnu Sina itu bukanlah beragama Islam, dia asalnya bangsa Persia yang beragama Zoroaster dan dia dipaksa masuk Islam agar tidak dibunuh oleh pasukan Islam yang menghancurkan kerajaan Persia yang beragama Zoroaster itu. Ibnu Sina adalah nama yang diberikan oleh penjajah Arab Islam, nama beliau sebenarnya dalah ""Avicenna"" yang berasal dari nama kitab suci Zoroaster ""Aveda"" yang artinya ""Api Suci"". Zoroaster adalah ajaran agama yang mensucikan dan menyembah Tuhan yang Esa dan ""Api"" sebagai simbolnya. Ini juga yang terjadi dengan Abbassid. Apa bakat dan pencapaian dari Rumy, Ibn Arabi, Ibnu Sina dan pemikir2 lain yang terlahir sebagai muslim, yang ada hubungannya dengan Islam? Apa Quran mengajarkan Aljabar, Kimia, Biologi atau Astronomi? (truncated)",1,94,persia yang beragama zoroaster,itu,ibnu sina adalah nama,itu
Disabilitas,"Apakah kita harus di pimpin oleh orang yg,wakilnya cacat hukum,cacat moral dan presidenya yg cacat",1,6,harus di pimpin oleh,orang,yg wakilnya cacat hukum,orang
"Kristen, Jewish","when my dad said pidato bung karno salah, “Kalau jadi hindu jangan jadi orang India, kalau jadi orang islam jangan jadi orang Arab, kalau kristen jangan jadi orang yahudi, tetaplah jadi orang nusantara dengan adat-budaya nusantara yang kaya raya ini” orang kristen bukan yahudi😅",0,13,jadi hindu jangan jadi,orang,india kalau jadi orang,orang
"Kristen, Jewish","when my dad said pidato bung karno salah, “Kalau jadi hindu jangan jadi orang India, kalau jadi orang islam jangan jadi orang Arab, kalau kristen jangan jadi orang yahudi, tetaplah jadi orang nusantara dengan adat-budaya nusantara yang kaya raya ini” orang kristen bukan yahudi😅",0,17,orang india kalau jadi,orang,islam jangan jadi orang,orang
"Kristen, Jewish","when my dad said pidato bung karno salah, “Kalau jadi hindu jangan jadi orang India, kalau jadi orang islam jangan jadi orang Arab, kalau kristen jangan jadi orang yahudi, tetaplah jadi orang nusantara dengan adat-budaya nusantara yang kaya raya ini” orang kristen bukan yahudi😅",0,21,orang islam jangan jadi,orang,arab kalau kristen jangan,orang
"Kristen, Jewish","when my dad said pidato bung karno salah, “Kalau jadi hindu jangan jadi orang India, kalau jadi orang islam jangan jadi orang Arab, kalau kristen jangan jadi orang yahudi, tetaplah jadi orang nusantara dengan adat-budaya nusantara yang kaya raya ini” orang kristen bukan yahudi😅",0,27,kalau kristen jangan jadi,orang,yahudi tetaplah jadi orang,orang
"Kristen, Jewish","when my dad said pidato bung karno salah, “Kalau jadi hindu jangan jadi orang India, kalau jadi orang islam jangan jadi orang Arab, kalau kristen jangan jadi orang yahudi, tetaplah jadi orang nusantara dengan adat-budaya nusantara yang kaya raya ini” orang kristen bukan yahudi😅",0,31,orang yahudi tetaplah jadi,orang,nusantara dengan adat budaya,orang
"Kristen, Jewish","when my dad said pidato bung karno salah, “Kalau jadi hindu jangan jadi orang India, kalau jadi orang islam jangan jadi orang Arab, kalau kristen jangan jadi orang yahudi, tetaplah jadi orang nusantara dengan adat-budaya nusantara yang kaya raya ini” orang kristen bukan yahudi😅",0,41,yang kaya raya ini,orang,kristen bukan yahudi,orang
"Kristen, Tionghoa","Orano Tionghoa yang gak nonton Masterchef Indonesia: OWE DIEM AJA DARITADI! Dalam Sejarah, Tionghoa adalah salah satu etnis di dunia yang paling heterogen. Ada orang Hokkien, Hakka, Tiociu, Kanton, Hinghua, dan lain sebagainya.

Ada yang mendukung Kuomintang, ada yang mendukung Gongchangdang, dan ada yang tradisional banget, juga ada yang modern banget, ada yang Kristen, Buddha, Tao, Konghucu, ateis pun ada.

Termasuk ada yang menonton Masterchef dan ada juga yang tidak tahu Masterchef itu apa sebenarnya, termasuk saya, saya gak ngikut.",0,24,yang paling heterogen ada,orang,hokkien hakka tiociu kanton,orang
Tionghoa,"Biar kadrun sadar kalau yg anti Islam itu bukan orang yg bermata sipit tapi orang yg identik dengan mata biru dan bule, ,,, negara isalm yg sudah hancur oleh sekutu Amerika Syiriah Irak Libya Palestina afganistan Lebanon semua hancur bukan karena China tapi Eropa ,,",1,9,anti islam itu bukan,orang,yg bermata sipit tapi,orang
Tionghoa,"Biar kadrun sadar kalau yg anti Islam itu bukan orang yg bermata sipit tapi orang yg identik dengan mata biru dan bule, ,,, negara isalm yg sudah hancur oleh sekutu Amerika Syiriah Irak Libya Palestina afganistan Lebanon semua hancur bukan karena China tapi Eropa ,,",1,14,yg bermata sipit tapi,orang,yg identik dengan mata,orang
Tionghoa,KADRUN KATANYA ANTI CHINA MAKAN DIKASIH SAMA ORANG CHINA 😂😂😂,1,7,china makan dikasih sama,orang,china,orang
Tionghoa,"PERANG HORIZONTAL DI DEPAN MATA. WASPADA... ‼️ WARGA cina sudah BERANI menguasai jalanan DGN MOBIL BER NOPOL negara CINA. ⁉️ Jika kamu tdk membela orang lain ketika hak mereka diinjak-injak, siapa yg akan membelamu ketika hakmu diinjak-injak⁉️ Lebih baik diasingkan daripada menyerah pada  #SALAM_AKAL_SEHAT💪 #SALAM_PERUBAHAN_PERBAIKAN utk #PERSATUAN_RI 😎✌💪",1,22,jika kamu tdk membela,orang,lain ketika hak mereka,orang
"Kristen, Tionghoa","Balada 32 tahun negeriku: Menurut petunjuk bpk presiden,,, e e e e kita harus kencengkan ikat pinggang kemudian e e e kita tinggal landas dan e e e kita mengolah ragakan masyarakat dan memasyarakatkan olah raga, kemudian e e e e export non migas kita harus mengacuh pada pakto sebagai embrio dari pakno dan pakdes,,,, dan ujung²nya 1 $ US = Rp 17.500,- gadis² tionghoa lari pake daster ke bandara Sukarno Hatta, yg lain diperkosa, toko² dijarah, mahasiswa ada yg raib entah ke !!! Sekolahan Katolik yg dipimpin mantan pacarku diancam mau dibakar. 😉😉😉😉 Yang begini masih sering terngiang di telingaku sampai saat ini,,, aku sdh berusaha melupakannya tapi kalau melihat jemuran orang warna kuning ingatan itu selalu !!! Apalagi di saat² menjelang pemilu seperti sekarang. Semoga Pa Ganjar - Mahfud terpilih menjadi Presiden 2024 nanti, dan membuat NKRI disegani dan dihormati, sejuk dan damai.",1,109,tapi kalau melihat jemuran,orang,warna kuning ingatan itu,orang
"Tionghoa, Jewish","*MUI HARAMKAN PRODUK ISRAEL* Namun, dia sendiri tanpa sadar telah menggunakan dan menikmati produk Israel Keturunan Yahudi itu sendiri😁😁 Beberapa nama produk Israel keturunan Yahudi : 1. Google. 2. Ini semua adalah produk buatan Israel, buatan Amerika sekutunya dan buatan Negara-negara lain keturunan Yahudi seperti Rusia, Inggris, Prancis, Kanada, Argentina dan beberapa negara lain yang termasuk sekutnya Juga Produk-produk tersebut dibuat dan diproduksi orang Negara China Lalu kenapa anda memakainya, dan kenapa anda menggunakannya❓ Kemudian jika MUI menganggap semua Produk Israel haram, sebaiknya diboikot semuanya dan tidak usah digunakan sama sekali saya rasa lebih adil kalau begitu. Namun jika ini hanya sekedar alasan atau tindakan bodoh saja, Melarang atau Mengharamkan semua produk Israel keturunan Yahudi dan Produk-produk Negara lain yang termasuk sekutunya, lalu dalam tanda kutip ""anda masih menggunakan sebagian juga"", berarti anda munafik tidak jujur mengakuinya🤣😂😂",1,64,tersebut dibuat dan diproduksi,orang,negara china lalu kenapa,orang
UNKNOWN,"## Satu lagi hoax Islam: ## Lahirnya Para Ilmuwan Persia di Abad Pertengahan adalah berkat jasa Islam Satu lagi hoax Islam: Lahirnya Para Ilmuwan Persia di Abad Pertengahan adalah berkat jasa Islam Perlu anda ketahui, Ibnu Sina itu bukanlah beragama Islam, dia asalnya bangsa Persia yang beragama Zoroaster dan dia dipaksa masuk Islam agar tidak dibunuh oleh pasukan Islam yang menghancurkan kerajaan Persia yang beragama Zoroaster itu. Ibnu Sina adalah nama yang diberikan oleh penjajah Arab Islam, nama beliau sebenarnya dalah ""Avicenna"" yang berasal dari nama kitab suci Zoroaster ""Aveda"" yang artinya ""Api Suci"". Zoroaster adalah ajaran agama yang mensucikan dan menyembah Tuhan yang Esa dan ""Api"" sebagai simbolnya. Orang ini bahkan tidak bisa penjumlahan yang sederhana. Apa yang islam lakukan utk seni? Untuk musik? Apa yang nabi katakan tentang penyair? Apa pandangan (truncated)",1,107,dan api sebagai simbolnya,orang,ini bahkan tidak bisa,orang
Tionghoa,Orang tionghoa saja tahu siapa orang yang patut untuk memimpin RI th 2024,0,0,,orang,tionghoa saja tahu siapa,orang
Tionghoa,Orang tionghoa saja tahu siapa orang yang patut untuk memimpin RI th 2024,0,5,tionghoa saja tahu siapa,orang,yang patut untuk memimpin,orang
UNKNOWN,"Surat Terbuka Kepada Anies Baswedan. (Saya copas dari postingan seorang tokoh yang dekat dengan presiden Jokowi) Ibnu Maksum-Opini Anies Baswedan (IST) Smith Alhadar Direktur Eksekutif Institute for Democracy Education (IDe) Mas Anies yang baik , Dalam gelisah saya menulis surat ini saat banyak orang sedang terlelap dalam bekap mimpi yang merisaukan. Belum juga dikumandangkan adzan , ajakan berserah diri pada Tuhan, sebelum memulai kehidupan yg rumit Seringkali berat. Kalau para Gubernur sebelumnya iri hati pada mas Anies , itu lantaran mereka baru tahu bahwa kota bisa disulap dgn ide2 kreatif. Lebih daripada itu , mas Anies (truncated)",0,43,surat ini saat banyak,orang,sedang terlelap dalam bekap,orang
Tionghoa,"Kenapa Komunis adalah mutlak sbg MUSUH PANCASILA? Karena faham komunisme bertolak belakang dgn Sila pertama, Ketuhanan Yang Maha Esa. Dikutip dari CNN Indonesia: Partai Komunis China (PKC) merupakan partai berkuasa Negeri Tirai Bambu. PKC secara resmi merupakan penganut ateis atau sebutan bagi orang yang tak percaya dengan keberadaan Tuhan. PKC juga mengimbau anggota partai dan keluarga mereka agar tak berpartisipasi secara publik dalam acara keagamaan. Pada 2017, media resmi PKC mewanti-wanti anggota mereka untuk tak percaya pada agama, menyebutkan sebagai ""anestesi spiritual."" Sumber:",1,42,ateis atau sebutan bagi,orang,yang tak percaya dengan,orang
Tionghoa,Disini kadrun teriak antek China Disana China jadi investor terbesar Disana sdh bisa memisahkan bisnis dg agama Disini masih banyak orang mabuk agama Itulah bahaya latennya jadi Kadrun 😂😛😂😄🤣,1,20,agama disini masih banyak,orang,mabuk agama itulah bahaya,orang
Tionghoa,95% orang Tionghoa tidak akan pilih wowo trauma orba,1,1,95,orang,tionghoa tidak akan pilih,orang
Tionghoa,"Saya salut dengan pidato anda, kami orang Tionghoa Indonesia sangat mendukung anda sebagai presiden masa depan, anda harus kuat.Jika kamu ambisius, aku akan mendukungmu⛽",0,6,dengan pidato anda kami,orang,tionghoa indonesia sangat mendukung,orang
Tionghoa,Kata hadis juga Carilah ilmu sampai ke  kalo belajar ilmu itu sama orang cina bukan orang Y oyang Yaman cuma punya satu keahlian yaitu ngibul,1,12,belajar ilmu itu sama,orang,cina bukan orang y,orang
Tionghoa,Kata hadis juga Carilah ilmu sampai ke  kalo belajar ilmu itu sama orang cina bukan orang Y oyang Yaman cuma punya satu keahlian yaitu ngibul,1,15,sama orang cina bukan,orang,y oyang yaman cuma,orang
Tionghoa,bpk ibunya yaman  yaman  yaman  yaman anis yaman anaknya keturunan yaman  NU  bpk nya china ibunya indonesia  dgn orang indonesia berartri ada trah indonesia . ganjar indonesia tulen . silahkan anda pilih,1,18,china ibunya indonesia dgn,orang,indonesia berartri ada trah,orang
Jewish,"‎'‎כוד WR/HZ PM srae Netanyahu Perintahkan Pemimpin Arab untuk Diam Jika Negaranya Ingin Aman inilahcom‎'‎ Memasuki hari ke-38 agresi Israel ke Palestina, tampaknya PM Israel Benyamin Netanyahu tak berniat untuk gencatan senjata. Ia pun menolak seruan dari internasional untuk gencatan senjata di Gaza.

Setelah mengadakan pertemuan di Riyadh, Arab Saudi, para pemimpin Arab dan negara Islam dunia sepakat untuk menyerukan Israel melakukan gencatan senjata. 

Merespon hal itu, Netanyahu mengancam para pemimpin negara Arab untuk diam dan tidak ikut campur. Dia mengatakan, pasukan Israel akan terus melanjutkan pertempuran di Gaza.

""Saya katakan kepada pemimpin Arab, jika Anda ingin melindungi kepentingan Anda, maka Anda harus melakukan satu hal: diam!"" tegas Netanyahu dalam konferensi pers bersama Menhan Israel, Yoav Gallant dan pemimpin oposisi Israe, Benny Gantz, dikutip Hindustan Times, Senin (13/11/2023). 

-

Selengkapnya kunjungi website dengan klik link di bio atau download aplikasi di AppStore dan Google Play Store.

#inilahViral #viral #perdanamenteri #PM #Israel #benjaminnetanyahu #netanyahu #palestine #palestina #gaza #arabsaudi #saudiarabia #inilahcom #titiktengah #titikcerah",0,23,38 agresi israel ke,palestina,tampaknya pm israel benyamin,palestina
Jewish,"‎'‎כוד WR/HZ PM srae Netanyahu Perintahkan Pemimpin Arab untuk Diam Jika Negaranya Ingin Aman inilahcom‎'‎ Memasuki hari ke-38 agresi Israel ke Palestina, tampaknya PM Israel Benyamin Netanyahu tak berniat untuk gencatan senjata. Ia pun menolak seruan dari internasional untuk gencatan senjata di Gaza.

Setelah mengadakan pertemuan di Riyadh, Arab Saudi, para pemimpin Arab dan negara Islam dunia sepakat untuk menyerukan Israel melakukan gencatan senjata. 

Merespon hal itu, Netanyahu mengancam para pemimpin negara Arab untuk diam dan tidak ikut campur. Dia mengatakan, pasukan Israel akan terus melanjutkan pertempuran di Gaza.

""Saya katakan kepada pemimpin Arab, jika Anda ingin melindungi kepentingan Anda, maka Anda harus melakukan satu hal: diam!"" tegas Netanyahu dalam konferensi pers bersama Menhan Israel, Yoav Gallant dan pemimpin oposisi Israe, Benny Gantz, dikutip Hindustan Times, Senin (13/11/2023). 

-

Selengkapnya kunjungi website dengan klik link di bio atau download aplikasi di AppStore dan Google Play Store.

#inilahViral #viral #perdanamenteri #PM #Israel #benjaminnetanyahu #netanyahu #palestine #palestina #gaza #arabsaudi #saudiarabia #inilahcom #titiktengah #titikcerah",0,157,israel benjaminnetanyahu netanyahu palestine,palestina,gaza arabsaudi saudiarabia inilahcom,palestina
Jewish,"CNBC INDONESIA McDonald's 5 Cabang McDonald's Dunia yang Bantah Sokong Tentara Israel Sejumlah cabang restoran cepat saji McDonald's di beberapa negara memberikan klarifikasi terkait kiriman makanan dan dukungan terhadap Israel.

Melansir dari Hindustan Times, McDonald's cabang Lebanon, Oman, Uni Emirat Arab (UAE), Turkiye, dan Kuwait menegaskan bahwa pihaknya tidak terlibat dalam pengiriman makanan untuk Israel Defense Forces (IDF) atau Pasukan Pertahanan Israel.

""McDonald's Lebanon menegaskan bahwa pemegang waralaba (franchise) di negara dan wilayah lain tidak mewakili pandangan atau posisi McDonald's Lebanon dengan cara apa pun,"" tulis McDonald's Lebanon dalam pernyataannya, dikutip Rabu (18/10/2023).

""McDonald's Lebanon tidak terlibat apa pun dalam tindakan yang diambil di pasar lain di luar Lebanon. Kami berkomitmen untuk bangsa kita dan rakyatnya dengan penuh rasa hormat dan solidaritas,"" lanjut pernyataan tersebut.

Sementara itu, McDonald's cabang Oman, UAE, Turkiye, dan Kuwait menegaskan bahwa pihaknya tidak ikut campur dalam pemberian makanan kepada IDF dan berada di pihak dukungan kepada Palestina.

Melalui pernyataan resmi, McDonald's Oman menuturkan bahwa pihaknya telah menyumbangkan US$100 ribu atau sekitar Rp1,57 miliar (asumsi kurs Rp15.742/US$) sebagai bantuan kepada masyarakat Gaza, Palestina.

#palestina",0,162,di pihak dukungan kepada,palestina,melalui pernyataan resmi mcdonald,palestina
Jewish,"CNBC INDONESIA McDonald's 5 Cabang McDonald's Dunia yang Bantah Sokong Tentara Israel Sejumlah cabang restoran cepat saji McDonald's di beberapa negara memberikan klarifikasi terkait kiriman makanan dan dukungan terhadap Israel.

Melansir dari Hindustan Times, McDonald's cabang Lebanon, Oman, Uni Emirat Arab (UAE), Turkiye, dan Kuwait menegaskan bahwa pihaknya tidak terlibat dalam pengiriman makanan untuk Israel Defense Forces (IDF) atau Pasukan Pertahanan Israel.

""McDonald's Lebanon menegaskan bahwa pemegang waralaba (franchise) di negara dan wilayah lain tidak mewakili pandangan atau posisi McDonald's Lebanon dengan cara apa pun,"" tulis McDonald's Lebanon dalam pernyataannya, dikutip Rabu (18/10/2023).

""McDonald's Lebanon tidak terlibat apa pun dalam tindakan yang diambil di pasar lain di luar Lebanon. Kami berkomitmen untuk bangsa kita dan rakyatnya dengan penuh rasa hormat dan solidaritas,"" lanjut pernyataan tersebut.

Sementara itu, McDonald's cabang Oman, UAE, Turkiye, dan Kuwait menegaskan bahwa pihaknya tidak ikut campur dalam pemberian makanan kepada IDF dan berada di pihak dukungan kepada Palestina.

Melalui pernyataan resmi, McDonald's Oman menuturkan bahwa pihaknya telah menyumbangkan US$100 ribu atau sekitar Rp1,57 miliar (asumsi kurs Rp15.742/US$) sebagai bantuan kepada masyarakat Gaza, Palestina.

#palestina",0,192,bantuan kepada masyarakat gaza,palestina,palestina,palestina
Jewish,"CNBC INDONESIA McDonald's 5 Cabang McDonald's Dunia yang Bantah Sokong Tentara Israel Sejumlah cabang restoran cepat saji McDonald's di beberapa negara memberikan klarifikasi terkait kiriman makanan dan dukungan terhadap Israel.

Melansir dari Hindustan Times, McDonald's cabang Lebanon, Oman, Uni Emirat Arab (UAE), Turkiye, dan Kuwait menegaskan bahwa pihaknya tidak terlibat dalam pengiriman makanan untuk Israel Defense Forces (IDF) atau Pasukan Pertahanan Israel.

""McDonald's Lebanon menegaskan bahwa pemegang waralaba (franchise) di negara dan wilayah lain tidak mewakili pandangan atau posisi McDonald's Lebanon dengan cara apa pun,"" tulis McDonald's Lebanon dalam pernyataannya, dikutip Rabu (18/10/2023).

""McDonald's Lebanon tidak terlibat apa pun dalam tindakan yang diambil di pasar lain di luar Lebanon. Kami berkomitmen untuk bangsa kita dan rakyatnya dengan penuh rasa hormat dan solidaritas,"" lanjut pernyataan tersebut.

Sementara itu, McDonald's cabang Oman, UAE, Turkiye, dan Kuwait menegaskan bahwa pihaknya tidak ikut campur dalam pemberian makanan kepada IDF dan berada di pihak dukungan kepada Palestina.

Melalui pernyataan resmi, McDonald's Oman menuturkan bahwa pihaknya telah menyumbangkan US$100 ribu atau sekitar Rp1,57 miliar (asumsi kurs Rp15.742/US$) sebagai bantuan kepada masyarakat Gaza, Palestina.

#palestina",0,193,kepada masyarakat gaza palestina,palestina,,palestina
Tionghoa,"Biar kadrun sadar kalau yg anti Islam itu bukan orang yg bermata sipit tapi orang yg identik dengan mata biru dan bule, ,,, negara isalm yg sudah hancur oleh sekutu Amerika Syiriah Irak Libya Palestina afganistan Lebanon semua hancur bukan karena China tapi Eropa ,,",1,33,amerika syiriah irak libya,palestina,afganistan lebanon semua hancur,palestina
Tionghoa,Apakah ada teman anda yang nyinyir terhadap China sambil teriakan bela Palestina?,1,11,china sambil teriakan bela,palestina,,palestina
